#      t_n         th_n        vth_n       Rx          Ry          
       28.905       -0.914213      5.20281         24.9927        -0.151413        
       28.91       -0.888083      5.26038         25.1714        1.06925        
       28.915       -0.861668      5.31672         25.2892        2.31301        
       28.92       -0.834974      5.37178         25.3436        3.57653        
       28.925       -0.808007      5.42551         25.3322        4.85623        
       28.93       -0.780774      5.47786         25.2529        6.14831        
       28.935       -0.753283      5.52878         25.1038        7.44871        
       28.94       -0.725539      5.57821         24.8833        8.75318        
       28.945       -0.697552      5.62609         24.59        10.0573        
       28.95       -0.669328      5.67239         24.2229        11.3564        
       28.955       -0.640876      5.71705         23.7813        12.6457        
       28.96       -0.612204      5.76002         23.2649        13.9204        
       28.965       -0.583321      5.80125         22.6737        15.1754        
       28.97       -0.554235      5.8407         22.008        16.4057        
       28.975       -0.524956      5.87832         21.2687        17.6062        
       28.98       -0.495492      5.91406         20.4569        18.7718        
       28.985       -0.465853      5.94788         19.5742        19.8974        
       28.99       -0.436049      5.97975         18.6225        20.978        
       28.995       -0.40609      6.00962         17.6043        22.0088        
       29       -0.375985      6.03746         16.5224        22.985        
       29.005       -0.345746      6.06323         15.3798        23.902        
       29.01       -0.315381      6.0869         14.1801        24.7554        
       29.015       -0.284903      6.10844         12.9273        25.5411        
       29.02       -0.254321      6.12782         11.6256        26.2553        
       29.025       -0.223647      6.14501         10.2796        26.8944        
       29.03       -0.192891      6.16         8.89401        27.4552        
       29.035       -0.162064      6.17277         7.47407        27.935        
       29.04       -0.131179      6.1833         6.02509        28.3313        
       29.045       -0.100245      6.19156         4.55262        28.642        
       29.05       -0.0692739      6.19757         3.06235        28.8655        
       29.055       -0.0382777      6.20129         1.56011        29.0008        
       29.06       -0.00726742      6.20274         0.0518148        29.047        
       29.065       0.0237455      6.2019         -1.4566        29.0041        
       29.07       0.0547497      6.19879         -2.95919        28.8721        
       29.075       0.0857338      6.1934         -4.45003        28.6518        
       29.08       0.116686      6.18574         -5.92331        28.3443        
       29.085       0.147596      6.17582         -7.37332        27.9512        
       29.09       0.178452      6.16365         -8.7945        27.4744        
       29.095       0.209242      6.14926         -10.1815        26.9165        
       29.1       0.239956      6.13265         -11.5292        26.2803        
       29.105       0.270583      6.11386         -12.8328        25.5688        
       29.11       0.301111      6.0929         -14.0876        24.7857        
       29.115       0.33153      6.0698         -15.2894        23.9347        
       29.12       0.361829      6.04459         -16.4343        23.0201        
       29.125       0.391999      6.0173         -17.5188        22.046        
       29.13       0.422027      5.98797         -18.5395        21.0172        
       29.135       0.451905      5.95664         -19.4939        19.9384        
       29.14       0.481623      5.92333         -20.3794        18.8143        
       29.145       0.51117      5.8881         -21.1941        17.6502        
